refund_id,case_id,refund_type,refund_amount_eur
3165,37872,Partial,83.25
3166,37886,Partial,44.97
3167,37887,Partial,49.69
3168,37907,Partial,25.3
3169,37914,Partial,14.46
3170,37923,Partial,39.21
3171,37936,Full,12.39
3172,37957,Full,14.87
3173,37963,Full,28.44
3174,37975,Partial,5.68
3175,38006,Full,6.03
3176,38021,Partial,102.0
3177,38050,Full,37.87
3178,38061,Partial,2.01
3179,38062,Partial,43.06
3180,38093,Full,33.23
3181,38112,Partial,19.64
3182,38121,Partial,18.1
3183,38123,Partial,3.34
3184,38140,Full,35.8
3185,38143,Partial,19.01
3186,38144,Partial,8.91
3187,38166,Full,27.11
3188,38254,Partial,19.8
3189,38267,Partial,23.48
3190,38269,Partial,25.11
3191,38274,Partial,12.43
3192,38285,Full,4.56
3193,38306,Full,15.54
3194,38315,Partial,36.61
3195,38319,Partial,22.3
3196,38324,Partial,9.32
3197,38351,Partial,17.21
3198,38363,Partial,13.86
3199,38367,Partial,45.7
3200,38368,Partial,2.69
3201,38371,Full,58.75
3202,38388,Partial,41.51
3203,38407,Partial,63.89
3204,38426,Partial,28.53
3205,38467,Partial,7.05
3206,38468,Partial,12.05
3207,38479,Partial,24.7
3208,38485,Partial,31.87
3209,38494,Partial,46.36
3210,38523,Full,3.9
3211,38532,Full,19.26
3212,38535,Partial,12.29
3213,38550,Partial,2.83
3214,38551,Full,22.26
3215,38552,Partial,71.12
3216,38555,Partial,62.63
3217,38560,Partial,22.29
3218,38577,Partial,11.82
3219,38579,Full,12.7
3220,38596,Full,62.01
3221,38603,Partial,30.11
3222,38610,Partial,21.69
3223,38613,Partial,10.66
3224,38614,Partial,7.36
3225,38624,Full,10.24
3226,38628,Full,7.89
3227,38640,Partial,41.81
3228,38679,Partial,3.47
3229,38684,Partial,95.46
3230,38686,Full,14.42
3231,38695,Partial,20.34
3232,38702,Partial,11.72
3233,38707,Full,3.17
3234,38709,Partial,15.41
3235,38712,Full,23.83
3236,38717,Partial,27.65
3237,38718,Full,60.75
3238,38734,Partial,27.28
3239,38736,Partial,2.4
3240,38740,Full,5.85
3241,38750,Partial,21.89
3242,38752,Partial,21.2
3243,38766,Partial,4.9
3244,38775,Full,29.32
3245,38784,Partial,18.58
3246,38789,Partial,9.44
3247,38793,Partial,20.67
3248,38796,Partial,5.42
3249,38806,Partial,21.4
3250,38823,Partial,17.81
3251,38830,Partial,17.88
3252,38838,Partial,20.74
3253,38852,Full,40.28
3254,38867,Full,85.34
3255,38896,Partial,33.75
3256,38905,Partial,3.32
3257,38956,Partial,11.14
3258,39008,Full,10.44
3259,39013,Partial,7.6
3260,39018,Partial,27.81
3261,39024,Partial,19.57
3262,39074,Full,18.83
3263,39077,Full,40.3
3264,39081,Full,48.0
3265,39107,Partial,8.09
3266,39121,Full,5.09
3267,39127,Partial,24.57
3268,39139,Full,13.86
3269,39140,Full,31.03
3270,39152,Partial,13.18
3271,39184,Partial,7.4
3272,39221,Full,9.03
3273,39234,Partial,20.53
3274,39239,Full,5.95
3275,39259,Full,14.9
3276,39264,Full,27.5
3277,39283,Full,11.04
3278,39299,Full,10.12
3279,39330,Full,50.29
3280,39336,Full,38.46
3281,39343,Full,10.06
3282,39347,Partial,2.1
3283,39352,Full,10.85
3284,39365,Partial,42.32
3285,39379,Full,25.49
3286,39384,Full,63.38
3287,39388,Partial,24.84
3288,39390,Partial,21.43
3289,39397,Full,26.29
3290,39398,Partial,17.2
3291,39453,Partial,21.7
3292,39456,Full,47.97
3293,39458,Partial,19.6
3294,39483,Partial,20.11
3295,39493,Partial,102.35
3296,39513,Full,113.59
3297,39520,Partial,14.22
3298,39522,Partial,7.99
3299,39551,Full,9.88
3300,39556,Full,67.51
3301,39595,Partial,3.51
3302,39598,Partial,10.24
3303,39602,Partial,98.16
3304,39605,Partial,7.33
3305,39607,Partial,17.98
3306,39609,Full,27.66
3307,39610,Full,16.9
3308,39615,Full,31.18
3309,39631,Full,9.73
3310,39649,Partial,19.01
3311,39658,Partial,12.12
3312,39674,Partial,7.31
3313,39688,Full,6.99
3314,39691,Partial,39.0
3315,39697,Full,41.78
3316,39724,Partial,21.87
3317,39730,Full,12.58
3318,39731,Partial,40.87
3319,39739,Full,105.2
3320,39740,Full,3.28
3321,39741,Partial,21.0
3322,39745,Full,27.42
3323,39772,Full,21.79
3324,39776,Full,6.08
3325,39806,Full,37.09
3326,39875,Partial,19.37
3327,39880,Partial,2.26
3328,39883,Full,11.51
3329,39888,Partial,19.17
3330,39893,Partial,28.7
3331,39915,Partial,20.13
3332,39916,Partial,10.37
3333,39920,Partial,26.01
3334,39944,Full,9.37
3335,39971,Partial,9.07
3336,39978,Full,31.11
3337,39988,Partial,22.91
3338,39997,Partial,12.52
3339,40004,Partial,30.6
3340,40010,Full,6.83
3341,40015,Partial,14.39
3342,40016,Full,22.14
3343,40036,Partial,7.13
3344,40049,Partial,17.15
3345,40056,Partial,9.53
3346,40061,Partial,9.0
3347,40083,Partial,12.45
3348,40110,Full,24.83
3349,40115,Full,24.08
3350,40142,Partial,53.07
3351,40147,Partial,1.82
3352,40188,Partial,50.74
3353,40189,Full,5.19
3354,40190,Full,4.63
3355,40199,Partial,1.0
3356,40200,Partial,20.02
3357,40228,Partial,16.47
3358,40230,Partial,20.93
3359,40274,Partial,46.27
3360,40279,Partial,5.57
3361,40281,Partial,4.64
3362,40289,Partial,6.4
3363,40302,Partial,16.15
3364,40321,Partial,12.33
3365,40326,Partial,7.28
3366,40329,Partial,4.66
3367,40336,Full,11.38
3368,40342,Partial,9.63
3369,40375,Full,68.03
3370,40422,Partial,33.79
3371,40423,Full,40.96
3372,40445,Full,12.34
3373,40453,Partial,41.96
3374,40483,Partial,7.05
3375,40487,Partial,37.17
3376,40492,Partial,4.75
3377,40503,Full,46.57
3378,40512,Partial,8.56
3379,40527,Partial,29.85
3380,40544,Full,20.14
3381,40545,Partial,7.8
3382,40575,Partial,32.94
3383,40582,Partial,3.7
3384,40612,Partial,10.91
3385,40617,Partial,6.85
3386,40618,Partial,1.69
3387,40622,Partial,23.54
3388,40631,Partial,13.95
3389,40646,Full,46.1
3390,40663,Partial,16.71
3391,40721,Full,29.77
3392,40731,Partial,5.61
3393,40740,Full,5.86
3394,40765,Partial,59.44
3395,40767,Partial,36.85
3396,40776,Partial,7.82
3397,40786,Full,17.27
3398,40799,Partial,16.71
3399,40807,Partial,13.46
3400,40899,Full,32.05
3401,40911,Full,15.92
3402,40945,Full,15.13
3403,40960,Full,33.1
3404,40967,Full,35.22
3405,40968,Full,4.77
3406,40994,Partial,82.07
3407,41006,Partial,55.58
3408,41007,Full,72.72
3409,41021,Partial,12.8
3410,41040,Full,33.56
3411,41046,Partial,21.64
3412,41047,Full,29.73
3413,41051,Partial,29.69
3414,41067,Partial,21.25
3415,41069,Full,6.23
3416,41076,Partial,7.29
3417,41102,Full,77.53
3418,41126,Full,12.82
3419,41130,Full,30.17
3420,41141,Partial,13.75
3421,41171,Partial,9.52
3422,41174,Full,4.98
3423,41176,Partial,41.46
3424,41182,Partial,7.08
3425,41190,Partial,28.56
3426,41208,Full,31.73
3427,41226,Partial,35.88
3428,41261,Partial,10.19
3429,41266,Partial,25.02
3430,41268,Partial,24.5
3431,41279,Full,3.01
3432,41294,Full,22.64
3433,41299,Partial,17.63
3434,41310,Partial,14.89
3435,41322,Partial,14.18
3436,41338,Partial,9.19
3437,41354,Partial,9.23
3438,41365,Partial,3.39
3439,41370,Full,15.42
3440,41397,Partial,6.64
3441,41404,Full,8.74
3442,41405,Partial,14.8
3443,41416,Partial,11.71
3444,41437,Full,40.55
3445,41441,Full,10.54
3446,41456,Partial,19.26
3447,41468,Partial,19.79
3448,41470,Partial,7.86
3449,41476,Full,43.65
3450,41486,Partial,37.89
3451,41487,Partial,37.69
3452,41495,Partial,36.12
3453,41497,Partial,22.39
3454,41504,Partial,17.82
3455,41509,Full,20.3
3456,41514,Partial,10.41
3457,41538,Partial,76.85
3458,41545,Full,30.46
3459,41553,Full,22.47
3460,41567,Partial,3.97
3461,41587,Full,14.37
3462,41591,Partial,6.94
3463,41595,Full,31.94
3464,41600,Partial,7.21
3465,41607,Full,14.59
3466,41608,Partial,19.69
3467,41626,Partial,24.85
3468,41635,Full,9.05
3469,41643,Partial,1.92
3470,41684,Partial,36.21
3471,41687,Full,42.65
3472,41699,Partial,57.82
3473,41709,Partial,27.13
3474,41716,Full,44.44
3475,41730,Partial,43.58
3476,41731,Partial,24.17
3477,41738,Partial,25.05
3478,41747,Partial,24.48
3479,41751,Partial,24.19
3480,41781,Partial,30.54
3481,41782,Full,62.36
3482,41787,Full,54.81
3483,41839,Partial,15.63
3484,41843,Partial,27.6
3485,41854,Partial,24.19
3486,41877,Full,7.13
3487,41882,Full,38.22
3488,41883,Full,82.31
3489,41887,Partial,45.86
3490,41888,Full,4.07
3491,41895,Partial,16.65
3492,41900,Partial,31.51
3493,41906,Partial,1.28
3494,41908,Partial,23.82
3495,41923,Partial,7.02
3496,41945,Full,13.65
3497,41961,Full,6.58
3498,41977,Full,30.08
3499,41980,Partial,1.3
3500,41987,Partial,15.22
3501,41992,Full,41.04
3502,41994,Full,38.78
3503,42004,Partial,5.25
3504,42017,Partial,8.54
3505,42047,Full,8.84
3506,42048,Full,13.99
3507,42063,Full,24.18
3508,42066,Full,41.67
3509,42072,Full,23.66
3510,42074,Full,40.64
3511,42077,Partial,13.93
3512,42080,Full,72.26
3513,42092,Full,35.48
3514,42096,Partial,10.04
3515,42136,Full,10.0
3516,42177,Partial,29.15
3517,42180,Partial,6.73
3518,42191,Full,44.87
3519,42202,Full,23.41
3520,42203,Full,14.62
3521,42218,Partial,2.54
3522,42219,Partial,30.98
3523,42233,Full,25.69
3524,42263,Partial,4.81
3525,42271,Partial,18.24
3526,42292,Full,22.2
3527,42303,Partial,27.03
3528,42327,Full,7.57
3529,42340,Full,21.25
3530,42341,Partial,51.82
3531,42358,Partial,34.73
3532,42389,Full,47.38
3533,42391,Partial,16.44
3534,42395,Full,26.73
3535,42401,Partial,15.94
3536,42405,Full,39.22
3537,42421,Partial,19.68
3538,42422,Partial,13.73
3539,42454,Partial,20.19
3540,42457,Partial,37.15
3541,42460,Partial,12.36
3542,42476,Partial,16.85
3543,42478,Full,9.75
3544,42491,Partial,10.02
3545,42494,Partial,4.67
3546,42525,Partial,36.16
3547,42526,Full,2.86
3548,42542,Full,8.51
3549,42564,Partial,10.31
3550,42614,Partial,10.01
3551,42624,Partial,19.23
3552,42638,Full,17.07
3553,42644,Full,28.62
3554,42650,Full,7.83
3555,42651,Partial,3.11
3556,42665,Partial,11.83
3557,42668,Partial,32.99
3558,42670,Full,24.54
3559,42677,Full,95.22
3560,42685,Full,8.77
3561,42696,Full,18.77
3562,42711,Full,3.1
3563,42712,Partial,5.69
3564,42720,Partial,33.04
3565,42722,Full,23.61
3566,42728,Full,10.22
3567,42730,Partial,50.22
3568,42770,Full,8.19
3569,42799,Partial,19.97
3570,42818,Full,4.01
3571,42854,Partial,7.55
3572,42857,Full,32.53
3573,42868,Full,13.04
3574,42874,Partial,6.69
3575,42881,Full,5.62
3576,42886,Partial,14.32
3577,42896,Partial,15.46
3578,42909,Partial,14.53
3579,42912,Full,19.76
3580,42915,Partial,7.08
3581,42938,Partial,10.25
3582,42977,Full,8.42
3583,42982,Full,73.03
3584,42997,Partial,23.45
3585,43011,Partial,23.81
3586,43013,Full,7.18
3587,43033,Partial,46.93
3588,43037,Partial,33.85
3589,43078,Partial,21.93
3590,43081,Full,24.75
3591,43093,Partial,8.32
3592,43113,Partial,8.75
3593,43138,Partial,26.39
3594,43154,Partial,19.26
3595,43168,Full,13.29
3596,43177,Partial,30.0
3597,43215,Partial,6.87
3598,43220,Full,4.86
3599,43232,Partial,1.82
3600,43247,Partial,21.12
3601,43255,Partial,18.87
3602,43273,Partial,33.24
3603,43284,Full,22.67
3604,43285,Partial,6.38
3605,43295,Partial,11.83
3606,43316,Partial,14.75
3607,43327,Partial,15.07
3608,43330,Partial,9.11
3609,43332,Partial,56.03
3610,43334,Partial,19.05
3611,43354,Partial,6.47
3612,43379,Partial,7.4
3613,43396,Partial,14.58
3614,43436,Partial,15.65
3615,43442,Partial,10.45
3616,43447,Full,8.0
3617,43451,Partial,12.42
3618,43457,Full,31.14
3619,43484,Full,21.38
3620,43493,Partial,5.29
3621,43495,Partial,56.22
3622,43506,Full,17.84
3623,43509,Full,2.59
3624,43535,Partial,53.83
3625,43540,Partial,15.36
3626,43565,Full,29.71
3627,43574,Full,28.43
3628,43575,Partial,9.8
3629,43602,Full,8.53
3630,43622,Partial,7.05
3631,43626,Partial,4.41
3632,43634,Partial,24.07
3633,43661,Full,33.0
3634,43666,Partial,64.02
3635,43671,Full,5.14
3636,43688,Partial,9.25
3637,43691,Partial,4.31
3638,43695,Full,22.68
3639,43704,Partial,21.7
3640,43717,Partial,23.92
3641,43731,Full,23.86
3642,43752,Partial,15.08
3643,43769,Full,7.41
3644,43794,Full,20.54
3645,43817,Partial,45.15
3646,43842,Full,6.08
3647,43857,Partial,12.7
3648,43859,Partial,17.11
3649,43878,Partial,30.5
3650,43892,Partial,32.65
3651,43898,Full,13.35
3652,43901,Partial,39.5
3653,43906,Partial,28.25
3654,43909,Full,52.32
3655,43914,Full,3.02
3656,43916,Full,42.86
3657,43947,Partial,10.67
3658,43955,Full,56.81
3659,43959,Partial,22.84
3660,43974,Full,53.17
3661,43977,Partial,24.32
3662,43980,Full,7.63
3663,44004,Full,28.35
3664,44013,Partial,56.98
3665,44021,Partial,17.73
3666,44028,Partial,15.37
3667,44040,Partial,10.89
3668,44047,Partial,9.53
3669,44054,Full,27.35
3670,44056,Partial,9.99
3671,44060,Full,3.57
3672,44061,Partial,16.76
3673,44079,Partial,27.19
3674,44087,Partial,21.79
3675,44106,Full,24.63
3676,44139,Partial,15.76
3677,44140,Full,7.34
3678,44173,Full,14.46
3679,44187,Full,15.45
3680,44190,Full,33.4
3681,44193,Full,87.19
3682,44197,Partial,24.75
3683,44200,Full,129.41
3684,44246,Full,35.08
3685,44248,Partial,4.92
3686,44268,Full,29.5
3687,44272,Full,10.62
3688,44288,Partial,11.95
3689,44305,Full,12.74
3690,44328,Partial,20.23
3691,44344,Full,1.31
3692,44362,Partial,32.13
3693,44366,Partial,11.88
3694,44409,Full,32.23
3695,44411,Partial,6.06
3696,44422,Full,27.85
3697,44423,Partial,13.02
3698,44433,Full,9.78
3699,44440,Partial,39.59
3700,44444,Partial,6.99
3701,44463,Partial,15.17
3702,44484,Partial,44.76
3703,44516,Partial,7.5
3704,44521,Partial,63.01
3705,44523,Partial,20.55
3706,44545,Full,11.42
3707,44549,Partial,15.61
3708,44551,Partial,3.88
3709,44559,Partial,22.55
3710,44565,Partial,4.14
3711,44584,Partial,20.5
3712,44594,Partial,25.69
3713,44599,Partial,5.85
3714,44603,Full,12.05
3715,44608,Partial,11.29
3716,44629,Full,28.84
3717,44639,Full,29.85
3718,44643,Full,24.31
3719,44649,Partial,39.42
3720,44670,Partial,12.15
3721,44671,Full,69.93
3722,44695,Full,10.17
3723,44709,Partial,38.25
3724,44747,Partial,47.61
3725,44778,Full,19.47
3726,44780,Full,21.85
3727,44790,Partial,3.78
3728,44799,Partial,20.27
3729,44807,Partial,18.41
3730,44821,Partial,36.77
3731,44834,Partial,3.88
3732,44835,Partial,4.93
3733,44846,Partial,37.26
3734,44847,Partial,35.04
3735,44848,Partial,6.61
3736,44860,Partial,9.21
3737,44877,Full,80.01
3738,44886,Partial,15.57
3739,44893,Partial,16.61
3740,44898,Partial,20.64
3741,44907,Full,17.15
3742,44910,Full,10.97
3743,44911,Full,11.11
3744,44919,Full,10.66
3745,44927,Partial,6.95
3746,44944,Full,92.24
3747,44946,Full,2.9
3748,44947,Partial,2.74
3749,44948,Full,13.84
3750,44952,Full,14.72
3751,44986,Full,6.22
3752,44996,Full,7.72
3753,44997,Partial,17.26
3754,45006,Full,29.88
3755,45008,Partial,7.56
3756,45009,Partial,29.12
3757,45016,Partial,3.42
3758,45018,Partial,6.64
3759,45021,Full,38.6
3760,45038,Full,30.43
3761,45048,Full,76.58
3762,45061,Partial,11.17
3763,45073,Full,64.63
3764,45078,Partial,23.11
3765,45103,Partial,23.05
3766,45111,Partial,2.12
3767,45115,Partial,11.39
3768,45123,Partial,6.83
3769,45127,Partial,14.72
3770,45132,Partial,11.67
3771,45139,Full,9.49
3772,45141,Partial,6.93
3773,45143,Partial,46.9
3774,45153,Full,13.04
3775,45169,Partial,10.38
3776,45171,Full,56.96
3777,45175,Full,38.62
3778,45191,Full,5.92
3779,45218,Full,21.98
3780,45225,Partial,9.97
3781,45243,Partial,1.54
3782,45247,Partial,18.72
3783,45276,Partial,4.66
3784,45279,Partial,17.57
3785,45309,Partial,8.61
3786,45321,Full,23.01
3787,45330,Full,4.01
3788,45398,Full,14.97
3789,45408,Partial,42.05
3790,45421,Partial,11.71
3791,45425,Full,29.59
3792,45438,Partial,3.92
3793,45447,Partial,10.48
3794,45466,Full,36.8
3795,45475,Full,6.57
3796,45484,Full,12.57
3797,45502,Full,7.77
3798,45526,Full,6.14
3799,45530,Partial,41.03
3800,45544,Full,63.52
3801,45550,Partial,21.76
3802,45554,Full,30.38
3803,45555,Partial,4.0
3804,45563,Full,55.91
3805,45576,Partial,18.46
3806,45587,Full,14.23
3807,45599,Partial,16.25
3808,45626,Partial,23.68
3809,45628,Partial,34.77
3810,45630,Partial,20.22
3811,45660,Full,21.18
3812,45664,Partial,64.75
3813,45674,Full,59.33
3814,45690,Partial,56.09
3815,45691,Full,18.29
3816,45692,Partial,16.01
3817,45708,Partial,9.67
3818,45710,Partial,81.62
3819,45721,Full,34.14
3820,45764,Partial,13.74
3821,45776,Partial,20.16
3822,45781,Full,34.23
3823,45789,Partial,3.68
3824,45792,Full,80.32
3825,45805,Partial,20.52
3826,45808,Full,42.04
3827,45826,Partial,23.85
3828,45852,Full,51.89
3829,45865,Full,38.99
3830,45882,Partial,15.68
3831,45888,Partial,2.42
3832,45914,Full,5.52
3833,45916,Partial,9.33
3834,45928,Full,17.05
3835,45957,Partial,7.53
3836,45982,Partial,38.07
3837,45995,Full,3.7
3838,46006,Full,7.57
3839,46009,Partial,15.97
3840,46023,Full,42.06
3841,46024,Full,13.33
3842,46034,Partial,18.14
3843,46072,Full,53.9
3844,46076,Partial,10.34
3845,46079,Partial,33.59
3846,46083,Partial,5.53
3847,46094,Full,25.36
3848,46103,Full,17.56
3849,46112,Full,40.49
3850,46120,Partial,11.76
3851,46134,Full,38.71
3852,46140,Partial,11.89
3853,46143,Partial,6.68
3854,46145,Partial,34.09
3855,46194,Full,69.72
3856,46200,Full,47.82
3857,46214,Partial,21.09
3858,46216,Partial,47.79
3859,46234,Partial,1.0
3860,46240,Partial,9.61
3861,46249,Full,40.83
3862,46251,Partial,23.21
3863,46257,Partial,13.15
3864,46264,Partial,39.39
3865,46272,Full,40.04
3866,46344,Partial,8.33
3867,46345,Partial,36.0
3868,46353,Full,15.69
3869,46359,Partial,5.56
3870,46385,Full,74.27
3871,46409,Partial,16.42
3872,46415,Partial,21.6
3873,46418,Partial,14.52
3874,46437,Full,52.08
3875,46438,Full,4.26
3876,46448,Partial,5.65
3877,46458,Full,3.89
3878,46495,Partial,9.87
3879,46499,Partial,10.15
3880,46507,Full,25.58
3881,46518,Full,22.65
3882,46519,Partial,33.44
3883,46546,Partial,18.15
3884,46552,Partial,24.3
3885,46554,Full,35.06
3886,46558,Partial,32.82
3887,46560,Partial,28.58
3888,46566,Partial,12.54
3889,46568,Partial,3.74
3890,46577,Partial,41.35
3891,46588,Partial,19.7
3892,46590,Partial,7.03
3893,46625,Full,88.25
3894,46636,Partial,11.67
3895,46644,Partial,33.37
3896,46649,Full,7.44
3897,46658,Full,11.37
3898,46671,Full,17.42
3899,46680,Partial,2.67
3900,46686,Full,9.78
3901,46700,Partial,49.64
3902,46708,Partial,63.13
3903,46721,Partial,13.6
3904,46723,Partial,19.06
3905,46728,Partial,38.0
3906,46764,Partial,31.95
3907,46786,Full,9.76
3908,46787,Partial,18.39
3909,46792,Partial,3.76
3910,46812,Full,22.15
3911,46831,Partial,24.63
3912,46836,Full,46.27
3913,46859,Full,36.8
3914,46880,Partial,16.54
3915,46882,Full,13.12
3916,46889,Full,40.81
3917,46894,Partial,3.03
3918,46901,Partial,19.56
3919,46907,Partial,13.02
3920,46908,Partial,11.47
3921,46915,Full,25.23
3922,46935,Full,35.08
3923,46936,Partial,5.36
3924,46948,Full,16.29
3925,46969,Full,7.17
3926,46987,Full,6.27
3927,46988,Partial,19.03
3928,47003,Partial,40.21
3929,47017,Full,29.32
3930,47018,Partial,3.7
3931,47024,Full,5.53
3932,47071,Partial,33.04
3933,47076,Partial,2.66
3934,47091,Partial,6.58
3935,47095,Partial,42.67
3936,47112,Full,59.9
3937,47121,Full,12.58
3938,47124,Full,44.45
3939,47145,Full,43.37
3940,47163,Partial,18.65
3941,47174,Partial,2.92
3942,47179,Full,2.58
3943,47181,Partial,8.99
3944,47188,Full,14.5
3945,47209,Partial,42.08
3946,47221,Full,5.82
3947,47251,Full,22.13
3948,47253,Full,17.34
3949,47255,Full,16.92
3950,47268,Full,77.22
3951,47270,Partial,3.09
3952,47274,Partial,14.44
3953,47290,Partial,20.78
3954,47297,Partial,5.58
3955,47351,Full,24.53
3956,47359,Partial,18.82
3957,47372,Partial,26.5
3958,47380,Partial,20.52
3959,47398,Partial,32.38
3960,47410,Partial,11.87
3961,47431,Partial,7.95
3962,47434,Partial,5.98
3963,47438,Partial,27.25
3964,47441,Full,62.97
3965,47470,Full,4.68
3966,47488,Partial,9.1
3967,47528,Full,14.79
3968,47550,Partial,5.46
3969,47551,Full,26.81
3970,47554,Partial,23.29
3971,47577,Full,100.51
3972,47584,Partial,5.48
3973,47590,Partial,74.14
3974,47596,Partial,2.18
3975,47597,Partial,11.44
3976,47602,Partial,11.02
3977,47616,Full,21.24
3978,47644,Partial,7.68
3979,47646,Partial,14.65
3980,47648,Partial,11.55
3981,47699,Partial,28.67
3982,47738,Partial,96.15
3983,47740,Full,40.05
3984,47759,Partial,5.88
3985,47761,Partial,7.51
3986,47763,Partial,42.3
3987,47769,Full,12.48
3988,47775,Partial,13.04
3989,47814,Partial,11.68
3990,47819,Partial,18.41
3991,47829,Full,10.94
3992,47837,Partial,17.88
3993,47843,Full,31.75
3994,47861,Partial,40.75
3995,47866,Partial,22.27
3996,47867,Full,19.35
3997,47876,Full,59.8
3998,47896,Full,58.34
3999,47902,Full,68.03
4000,47912,Partial,16.06
4001,47936,Partial,31.15
4002,47962,Partial,34.14
4003,47970,Partial,24.1
4004,47977,Partial,26.37
4005,47990,Full,14.94
4006,48000,Partial,13.07
4007,48037,Partial,3.01
4008,48080,Partial,37.4
4009,48086,Partial,19.05
4010,48094,Full,83.28
4011,48128,Partial,1.26
4012,48135,Partial,73.23
4013,48173,Full,43.75
4014,48175,Partial,24.28
4015,48185,Full,123.61
4016,48199,Partial,16.17
4017,48207,Partial,51.66
4018,48210,Full,8.84
4019,48250,Full,24.64
4020,48259,Partial,29.54
4021,48261,Full,28.89
4022,48268,Partial,19.28
4023,48282,Partial,10.68
4024,48283,Full,41.14
4025,48294,Full,38.72
4026,48303,Full,36.81
4027,48310,Full,5.59
4028,48312,Full,17.5
4029,48324,Full,65.6
4030,48326,Full,8.98
4031,48327,Partial,72.97
4032,48344,Full,10.77
4033,48348,Partial,3.68
4034,48369,Full,10.86
4035,48382,Full,40.19
4036,48387,Partial,1.32
4037,48392,Full,12.84
4038,48395,Partial,11.08
4039,48405,Partial,5.38
4040,48416,Partial,91.56
4041,48425,Partial,8.4
4042,48426,Partial,27.07
4043,48438,Full,33.37
4044,48467,Full,11.42
4045,48469,Partial,10.63
4046,48497,Partial,27.4
4047,48498,Full,42.19
4048,48502,Partial,8.84
4049,48506,Full,26.22
4050,48524,Partial,11.65
4051,48529,Full,7.38
4052,48535,Full,5.41
4053,48545,Partial,33.73
4054,48556,Partial,54.78
4055,48565,Partial,3.48
4056,48573,Full,30.92
4057,48578,Partial,54.86
4058,48580,Full,20.7
4059,48586,Full,20.35
4060,48603,Partial,20.71
4061,48615,Partial,15.68
4062,48621,Full,64.66
4063,48624,Full,28.41
4064,48627,Partial,21.61
4065,48635,Partial,66.55
4066,48659,Partial,22.61
4067,48670,Partial,19.68
4068,48684,Full,20.14
4069,48708,Full,12.47
4070,48713,Full,10.42
4071,48726,Full,23.58
4072,48729,Partial,11.93
4073,48733,Partial,4.37
4074,48737,Partial,15.02
4075,48741,Full,3.77
4076,48745,Partial,7.36
4077,48753,Full,58.2
4078,48761,Partial,27.94
4079,48789,Full,58.93
4080,48797,Partial,31.64
4081,48817,Full,31.31
4082,48818,Partial,26.73
4083,48822,Partial,22.57
4084,48867,Full,6.14
4085,48872,Partial,122.29
4086,48899,Partial,5.54
4087,48904,Full,43.08
4088,48906,Partial,5.63
4089,48911,Partial,33.74
4090,48922,Partial,1.27
4091,48924,Partial,3.56
4092,48929,Full,20.68
4093,48943,Partial,19.15
4094,48956,Partial,9.63
4095,48962,Partial,44.44
4096,48968,Partial,2.35
4097,48970,Partial,11.79
4098,48980,Partial,35.87
4099,49003,Full,39.51
4100,49004,Partial,7.15
4101,49011,Full,10.01
4102,49020,Full,14.13
4103,49061,Partial,55.18
4104,49069,Partial,17.06
4105,49129,Partial,27.87
4106,49132,Partial,13.54
4107,49134,Partial,38.8
4108,49137,Full,18.54
4109,49145,Full,41.38
4110,49155,Partial,3.88
4111,49161,Full,63.32
4112,49176,Full,21.79
4113,49178,Partial,27.09
4114,49184,Partial,89.81
4115,49197,Partial,6.27
4116,49213,Partial,7.88
4117,49217,Partial,9.17
4118,49221,Full,18.79
4119,49226,Partial,27.21
4120,49252,Full,24.12
4121,49254,Partial,3.12
4122,49280,Partial,18.55
4123,49293,Partial,26.26
4124,49336,Full,26.69
4125,49343,Full,23.05
4126,49352,Full,23.93
4127,49362,Full,65.16
4128,49378,Full,46.82
4129,49425,Partial,17.12
4130,49428,Full,2.2
4131,49443,Full,26.74
4132,49447,Full,5.58
4133,49469,Full,28.37
4134,49506,Full,31.68
4135,49530,Partial,18.04
4136,49548,Partial,2.78
4137,49562,Full,31.65
4138,49576,Full,40.94
4139,49582,Partial,3.76
4140,49593,Full,63.61
4141,49603,Partial,10.35
4142,49614,Partial,27.82
4143,49617,Partial,16.3
4144,49632,Full,18.49
4145,49644,Partial,10.5
4146,49649,Partial,60.38
4147,49662,Partial,21.08
4148,49663,Partial,31.52
4149,49694,Partial,57.36
4150,49705,Partial,32.25
4151,49709,Partial,6.53
4152,49729,Partial,43.19
4153,49748,Partial,18.94
4154,49753,Partial,83.96
4155,49767,Partial,5.01
4156,49791,Full,2.98
4157,49818,Partial,5.3
4158,49843,Full,6.43
4159,49849,Partial,5.91
4160,49851,Partial,47.72
4161,49866,Partial,8.19
4162,49867,Full,6.04
4163,49870,Full,16.4
4164,49871,Partial,32.87
4165,49894,Full,15.59
4166,49910,Full,44.07
4167,49942,Partial,26.19
4168,49943,Full,17.48
4169,49970,Partial,20.5
4170,49987,Partial,5.95
4171,49997,Partial,21.36
4172,50010,Partial,76.43
4173,50038,Partial,4.52
4174,50039,Partial,2.87
4175,50044,Full,18.8
4176,50046,Partial,19.27
4177,50060,Partial,51.42
4178,50067,Partial,57.07
4179,50090,Partial,18.02
4180,50092,Partial,26.79
4181,50093,Partial,23.51
4182,50107,Full,37.71
4183,50109,Full,13.39
4184,50112,Partial,1.0
4185,50119,Partial,19.18
4186,50147,Partial,20.43
4187,50149,Full,18.47
4188,50162,Full,13.58
4189,50175,Full,55.13
4190,50179,Full,31.09
4191,50198,Full,21.56
